price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,tickets_sold_first_hour
4541,84,19,32,64,4,297,32,General,0.63,0.76,Fast,0.26,1,186.6
755,122,23,47,70,3,479,426,General,0.15,0.8,Slow,0.8,0,173.0
3341,43,1,32,97,3,466,427,VIP,0.31,0.67,Fast,0.85,0,244.8
3635,112,20,18,55,4,372,246,Premium,0.71,0.34,Medium,0.25,1,265.5
1196,74,31,49,92,4,459,357,Premium,0.83,0.66,Medium,0.86,1,206.3
4004,119,17,16,40,4,287,12,VIP,0.83,0.71,Medium,0.68,0,178.1
1407,187,26,41,94,4,121,344,Premium,0.43,0.46,Slow,0.22,0,189.2
2130,38,12,41,81,3,338,204,Premium,0.13,0.99,Medium,0.61,1,245.5
3501,47,8,22,64,1,283,456,VIP,0.83,0.73,Fast,0.42,0,313.0
1739,141,7,9,54,0,326,375,Premium,0.08,0.71,Fast,0.43,1,171.8
189,74,31,41,51,1,450,381,Premium,0.78,0.83,Medium,0.38,1,150.6
1291,97,24,41,70,4,206,175,VIP,0.67,0.25,Medium,0.39,1,176.2
1227,116,0,87,78,0,424,66,General,0.43,0.39,Fast,0.87,0,173.2
165,60,1,69,89,4,181,327,General,0.22,0.29,Fast,0.7,0,183.5
1760,19,17,74,79,4,275,134,VIP,0.57,0.81,Slow,0.29,0,170.0
4413,30,32,37,96,3,378,223,General,0.53,0.01,Medium,0.84,1,282.2
3933,171,19,76,77,3,118,39,Premium,0.8,0.05,Fast,0.17,1,151.9
455,161,6,22,57,1,145,112,General,0.73,0.86,Medium,0.42,1,117.8
4764,75,4,71,72,2,273,202,General,0.73,0.33,Fast,0.73,1,205.9
692,19,28,2,69,2,225,391,VIP,0.51,0.33,Fast,0.36,1,177.4
2376,90,4,63,51,3,477,229,General,0.73,0.01,Slow,0.46,0,205.4
1685,156,15,64,83,4,452,407,General,0.53,0.07,Slow,0.53,1,177.1
1894,69,31,71,73,3,460,430,General,0.63,0.84,Fast,0.32,0,164.7
2718,12,18,45,67,1,361,321,General,0.06,0.79,Medium,0.62,0,211.7
552,61,0,3,41,3,276,216,Premium,0.64,0.83,Slow,0.79,1,190.3
2274,158,18,73,75,3,390,254,VIP,0.65,0.02,Fast,0.35,0,185.1
2938,112,28,76,72,0,409,191,VIP,0.21,0.57,Fast,0.19,0,197.2
3468,171,16,37,71,4,229,118,VIP,0.26,0.32,Slow,0.87,0,151.6
4245,148,28,12,69,3,459,308,General,0.82,0.59,Medium,0.9,1,201.7
3830,54,10,0,73,1,426,129,General,0.56,0.33,Slow,0.73,0,214.4
1004,50,28,2,74,3,273,364,General,0.28,0.16,Fast,0.55,1,186.8
775,56,2,84,49,3,222,52,Premium,0.85,0.74,Fast,0.19,1,140.5
4230,47,0,10,87,1,365,322,VIP,0.44,0.83,Medium,0.44,1,329.2
2497,149,29,19,78,4,281,422,General,0.45,0.45,Slow,0.71,1,158.2
972,183,21,46,52,3,344,424,Premium,0.06,0.12,Fast,0.2,1,129.7
2637,134,0,27,69,0,254,143,Premium,0.61,0.75,Fast,0.36,1,146.6
4418,144,15,50,96,1,270,162,Premium,0.28,0.37,Fast,0.84,1,271.0
524,99,2,53,57,1,398,290,Premium,0.24,0.99,Medium,0.11,1,182.1
724,101,7,12,96,2,220,200,VIP,0.76,0.03,Slow,0.6,0,165.4
4419,162,27,69,51,3,213,168,Premium,0.33,0.92,Medium,0.12,0,217.7
2617,70,31,48,98,0,208,64,Premium,0.09,0.03,Slow,0.54,1,165.3
2272,126,11,45,59,0,218,204,General,0.11,0.22,Medium,0.33,1,139.0
3821,76,6,87,83,3,109,339,General,0.54,0.01,Slow,0.21,1,241.3
2107,148,23,84,86,0,378,27,VIP,0.16,0.53,Slow,0.63,0,147.4
2746,109,5,10,71,0,217,372,General,0.18,0.67,Fast,0.44,0,131.0
3154,146,27,44,42,1,185,336,General,0.18,0.69,Fast,0.16,1,141.5
936,137,7,69,60,2,240,168,General,0.85,0.45,Slow,0.33,1,126.1
3277,54,6,22,76,0,178,324,General,0.79,0.25,Fast,0.59,0,210.4
3630,72,22,84,69,4,426,185,General,0.19,0.22,Fast,0.27,0,213.3
4106,25,31,82,48,3,487,203,Premium,0.41,0.21,Fast,0.79,0,217.6
4262,149,23,8,43,0,298,391,VIP,0.3,0.68,Fast,0.7,1,155.5
574,129,2,2,62,4,274,169,General,0.49,0.7,Medium,0.55,0,128.8
3028,147,12,55,45,2,487,113,VIP,0.44,0.51,Slow,0.5,0,158.1
2023,101,8,1,54,0,191,430,Premium,0.6,0.31,Medium,0.46,1,174.8
4650,99,32,32,53,3,348,411,General,0.43,0.75,Slow,0.79,0,186.7
4216,16,22,20,87,3,199,444,VIP,0.36,0.93,Medium,0.2,0,294.5
2312,101,15,1,88,4,291,29,General,0.68,1.0,Fast,0.56,1,170.1
2019,62,9,56,75,3,411,149,General,0.75,0.12,Medium,0.84,0,220.8
3432,133,29,49,75,4,163,408,General,0.01,0.26,Slow,0.46,1,256.2
154,75,32,5,57,3,260,64,General,0.13,0.48,Medium,0.85,0,134.4
3850,110,14,55,49,4,290,410,VIP,0.84,0.48,Medium,0.53,1,217.1
2317,160,1,54,92,3,241,46,VIP,0.17,0.28,Fast,0.67,1,247.3
1398,26,27,61,63,0,186,454,General,0.35,0.26,Fast,0.76,1,171.2
341,152,0,31,68,1,189,66,Premium,0.72,0.3,Fast,0.23,0,90.5
1599,13,6,10,55,0,250,22,General,0.35,0.51,Fast,0.52,1,156.5
4583,69,11,0,87,2,323,137,General,0.6,0.61,Fast,0.33,0,153.8
1811,184,8,30,93,3,145,271,General,0.59,0.14,Fast,0.71,0,258.3
280,88,21,79,98,4,113,448,Premium,0.18,0.59,Medium,0.6,1,179.2
991,175,13,40,77,4,293,302,Premium,0.8,0.2,Slow,0.81,0,158.5
1644,167,19,43,92,2,459,77,General,0.21,0.19,Medium,0.75,0,157.7
1826,18,19,79,85,4,402,176,General,0.31,0.11,Medium,0.66,1,238.1
1800,19,0,57,40,1,296,352,General,0.2,0.51,Slow,0.7,1,276.2
1466,40,20,14,88,0,284,66,General,0.64,0.64,Slow,0.33,1,164.0
3435,19,12,18,89,3,311,19,General,0.44,0.93,Fast,0.43,0,181.6
368,131,31,59,60,3,180,400,General,0.47,0.72,Slow,0.36,1,130.2
1225,25,11,38,75,2,473,287,General,0.37,0.52,Medium,0.66,0,204.5
4120,6,11,36,50,1,368,252,General,0.84,0.78,Slow,0.47,1,189.2
4687,186,29,44,94,4,209,408,General,0.77,0.71,Fast,0.41,1,189.0
1056,7,5,80,40,1,174,60,General,0.59,0.25,Slow,0.66,1,224.8
805,117,28,0,68,3,455,12,General,0.72,0.79,Medium,0.85,1,139.4
1927,76,14,26,90,3,227,240,Premium,0.79,0.88,Fast,0.83,0,161.3
3695,138,2,9,90,3,215,435,Premium,0.45,0.91,Fast,0.51,0,172.4
970,6,15,53,55,0,435,39,General,0.59,0.45,Medium,0.36,1,160.1
4033,13,22,28,81,0,321,396,Premium,0.45,0.31,Slow,0.2,1,211.6
2268,105,31,0,78,0,268,200,General,0.5,0.16,Fast,0.44,0,195.9
1079,121,23,44,63,4,249,420,Premium,0.56,0.01,Fast,0.41,1,175.2
1707,40,19,1,89,0,112,93,Premium,0.46,0.59,Medium,0.53,1,182.6
1497,98,7,2,81,2,122,422,General,0.77,0.25,Medium,0.85,1,190.7
702,38,31,55,72,1,293,198,Premium,0.02,0.26,Fast,0.15,0,136.6
4733,146,30,84,73,2,338,424,General,0.41,0.25,Slow,0.47,1,266.2
3144,124,2,52,69,1,297,341,Premium,0.23,0.19,Fast,0.36,1,240.9
1238,54,15,30,84,1,300,358,General,0.23,0.26,Medium,0.32,1,237.5
1972,181,26,23,60,1,112,263,Premium,0.46,0.96,Fast,0.52,1,145.3
3767,35,0,43,73,0,277,264,General,0.74,0.04,Medium,0.27,0,192.2
341,83,10,6,49,2,251,272,VIP,0.37,0.51,Medium,0.75,0,160.5
2242,76,7,1,43,1,333,98,Premium,0.75,0.84,Slow,0.5,0,174.7
1623,161,16,41,91,1,226,351,VIP,0.5,0.68,Medium,0.57,0,158.4
3669,14,30,39,60,1,451,213,General,0.06,0.45,Fast,0.79,1,238.8
3504,41,24,78,87,0,471,324,Premium,0.19,0.47,Fast,0.73,1,244.0
1329,60,23,78,52,1,253,257,General,0.49,0.0,Fast,0.65,0,167.0
3188,42,20,5,80,0,279,231,General,0.06,0.5,Medium,0.19,1,257.1
3932,166,26,35,86,0,129,226,General,0.09,0.37,Fast,0.18,1,176.7
1562,158,23,43,88,2,216,201,VIP,0.68,0.11,Fast,0.56,0,115.6
4679,160,16,46,42,3,258,144,General,0.43,0.41,Fast,0.42,0,213.5
570,136,15,65,43,2,238,59,VIP,0.12,0.93,Fast,0.13,0,110.8
1060,168,4,86,74,0,185,396,General,0.67,0.88,Fast,0.59,1,134.5
1676,168,10,55,72,2,396,394,General,0.72,0.27,Slow,0.15,0,122.0
1024,127,12,13,40,2,351,44,Premium,0.09,0.62,Medium,0.86,1,182.5
1198,62,4,18,57,2,141,209,VIP,0.78,0.81,Fast,0.39,1,129.0
505,49,31,16,55,0,235,324,General,0.66,0.92,Fast,0.2,1,138.5
3986,143,14,38,91,4,411,295,General,0.09,0.42,Medium,0.4,1,332.3
3059,168,17,47,98,1,317,103,General,0.11,1.0,Fast,0.17,1,160.3
769,117,32,70,51,3,149,417,General,0.28,0.96,Fast,0.31,0,91.5
474,28,9,5,89,2,230,221,General,0.42,0.4,Medium,0.45,1,178.8
3459,145,27,4,44,1,268,378,General,0.77,0.8,Fast,0.26,1,132.6
1898,119,12,52,89,4,402,40,Premium,0.37,0.62,Medium,0.33,1,216.9
3537,54,14,35,61,1,238,127,VIP,0.01,0.14,Medium,0.43,0,232.0
4369,136,7,19,58,0,196,80,General,0.24,0.76,Fast,0.53,0,190.3
2060,66,32,54,81,0,181,161,General,0.7,0.3,Fast,0.24,0,127.0
1552,152,18,21,69,1,288,95,General,0.13,0.16,Medium,0.27,0,146.0
2177,85,8,7,88,4,447,176,General,0.13,0.29,Fast,0.85,0,193.1
4404,12,24,49,42,3,342,113,General,0.7,0.81,Slow,0.31,1,188.9
877,90,1,35,83,3,228,108,VIP,0.1,0.5,Medium,0.8,1,212.0
2136,100,26,50,46,3,193,371,VIP,0.54,0.53,Fast,0.57,1,146.3
2100,121,26,73,53,0,126,388,General,0.43,0.4,Slow,0.89,1,152.5
4469,82,17,76,75,1,303,381,General,0.55,0.87,Fast,0.12,0,317.4
3023,14,21,89,68,4,479,77,General,0.07,0.6,Slow,0.22,0,211.6
761,75,27,73,53,3,277,437,Premium,0.4,0.74,Medium,0.7,0,149.7
4189,141,14,86,51,1,141,86,Premium,0.14,0.4,Fast,0.8,0,162.8
872,141,6,22,59,2,154,298,General,0.29,0.02,Medium,0.17,0,127.3
2246,92,2,35,43,3,156,399,General,0.03,0.49,Fast,0.41,1,275.1
4113,161,28,30,45,4,305,238,General,0.17,0.43,Slow,0.86,0,155.0
1275,151,13,20,65,4,286,176,Premium,0.19,0.77,Fast,0.88,1,163.8
795,138,23,61,93,2,350,404,VIP,0.71,0.75,Slow,0.65,1,159.5
263,101,23,17,49,0,476,262,VIP,0.3,0.71,Slow,0.29,0,137.6
2854,151,5,62,89,4,324,73,General,0.04,0.19,Fast,0.12,1,193.6
3972,69,20,7,58,1,178,195,General,0.15,0.4,Medium,0.73,1,191.7
3955,81,2,89,68,4,135,48,Premium,0.56,0.34,Medium,0.32,1,218.8
3180,86,3,1,48,1,407,13,VIP,0.64,0.73,Medium,0.56,0,189.9
2306,138,29,41,65,1,166,399,Premium,0.51,0.31,Fast,0.37,1,150.3
4395,14,18,51,66,2,285,409,VIP,0.06,0.43,Medium,0.78,1,313.7
1378,49,19,34,84,4,343,184,Premium,0.09,0.84,Medium,0.55,0,267.1
2946,181,1,24,46,1,460,332,Premium,0.12,0.92,Fast,0.85,1,241.7
886,125,6,13,93,0,299,410,VIP,0.55,0.82,Medium,0.9,1,189.0
2190,115,21,9,40,1,329,183,General,0.01,0.27,Medium,0.26,1,157.5
2331,82,30,18,93,2,384,11,General,0.02,0.41,Fast,0.66,1,228.8
1905,9,4,46,79,3,459,38,VIP,0.04,0.26,Fast,0.39,1,274.8
1018,44,23,34,41,2,178,104,VIP,0.25,0.17,Fast,0.17,1,136.4
2424,46,3,27,93,4,426,239,General,0.42,0.96,Medium,0.78,0,232.3
2870,13,22,85,85,3,382,161,General,0.23,0.42,Medium,0.88,1,236.2
2307,135,20,28,98,1,186,25,General,0.77,0.36,Fast,0.12,1,125.7
2035,171,29,19,55,2,425,438,General,0.23,0.17,Medium,0.58,0,151.2
2162,78,29,24,78,4,285,286,Premium,0.05,0.22,Medium,0.22,1,178.8
435,60,12,36,84,0,365,54,General,0.45,0.22,Fast,0.65,1,164.6
4143,38,15,63,97,2,261,220,General,0.48,0.37,Medium,0.72,0,240.4
3055,55,2,13,94,1,231,97,VIP,0.13,0.1,Slow,0.55,1,257.8
510,114,29,29,81,3,210,36,VIP,0.01,0.04,Fast,0.64,1,155.5
844,89,16,19,53,3,365,112,General,0.2,0.38,Fast,0.8,0,161.4
292,66,28,85,78,4,176,79,General,0.54,0.8,Slow,0.34,0,127.7
1188,93,15,48,42,1,195,173,General,0.84,0.99,Slow,0.68,0,117.2
2729,164,30,24,44,3,178,370,VIP,0.42,0.64,Slow,0.57,1,154.2
2546,133,0,43,71,4,103,275,General,0.39,0.92,Medium,0.28,0,172.0
615,103,15,32,41,3,150,60,General,0.73,0.48,Slow,0.62,0,118.0
846,130,8,87,97,1,225,25,General,0.34,0.9,Fast,0.46,1,171.4
3300,11,0,82,53,0,227,452,Premium,0.09,0.04,Fast,0.55,0,286.2
960,167,0,81,94,2,434,438,VIP,0.71,0.9,Medium,0.29,0,155.7
3395,33,24,17,53,3,125,403,Premium,0.31,0.13,Medium,0.45,0,180.7
4444,141,2,67,84,3,144,434,VIP,0.37,0.75,Fast,0.53,0,234.7
1344,42,11,6,40,0,421,433,Premium,0.19,0.81,Slow,0.35,0,167.5
301,113,2,70,49,1,411,338,General,0.25,0.38,Fast,0.79,0,171.4
308,143,19,12,72,1,169,43,VIP,0.71,0.23,Fast,0.48,1,112.8
2924,79,26,63,84,4,260,152,General,0.72,0.61,Medium,0.79,1,174.7
3987,99,1,35,79,2,246,407,VIP,0.74,0.94,Fast,0.34,0,198.4
2509,74,1,43,48,2,206,110,General,0.0,0.65,Medium,0.55,1,182.2
522,32,14,75,67,2,431,379,General,0.36,0.14,Fast,0.72,0,192.9
3754,184,13,40,82,4,261,70,Premium,0.84,0.76,Medium,0.4,0,132.9
4265,5,13,47,54,3,266,207,General,0.45,0.8,Fast,0.49,1,321.4
4576,45,31,9,61,0,364,186,Premium,0.37,0.99,Medium,0.87,0,178.0
2664,106,14,37,86,1,456,218,VIP,0.81,0.5,Fast,0.23,0,177.0
1214,54,17,81,44,1,135,257,General,0.05,0.62,Slow,0.5,0,133.2
2303,117,27,57,66,0,236,192,Premium,0.49,0.4,Medium,0.76,1,237.2
608,74,23,15,88,0,373,171,VIP,0.7,0.32,Medium,0.78,1,173.7
3048,20,9,30,71,4,201,427,General,0.16,0.93,Fast,0.5,0,209.7
1420,105,16,5,69,4,266,360,VIP,0.29,0.89,Slow,0.38,0,149.7
1277,183,2,9,74,1,470,388,General,0.21,0.19,Fast,0.1,0,174.1
997,28,28,75,63,4,394,455,VIP,0.6,0.21,Fast,0.27,1,257.6
3653,112,9,14,63,3,185,108,VIP,0.84,0.05,Slow,0.84,0,192.5
3803,151,24,55,51,1,394,412,VIP,0.74,0.09,Medium,0.68,1,168.0
4038,89,21,86,55,4,106,183,VIP,0.52,0.09,Medium,0.82,0,307.2
3042,57,23,56,71,4,337,241,General,0.67,0.08,Medium,0.44,0,231.9
3493,88,26,48,41,2,203,380,General,0.12,0.77,Medium,0.55,0,230.3
3285,108,28,70,87,0,281,343,Premium,0.49,0.43,Medium,0.39,0,165.5
1335,76,2,61,72,2,106,137,General,0.14,0.88,Slow,0.8,1,196.3
4640,51,16,68,76,3,268,276,VIP,0.06,0.51,Fast,0.79,0,399.4
4176,12,4,18,71,2,283,442,General,0.32,0.73,Medium,0.14,1,219.5
3359,146,3,23,80,2,170,96,General,0.6,0.44,Slow,0.19,1,174.6
2657,143,32,22,79,3,228,269,VIP,0.33,0.2,Fast,0.2,0,137.9
2291,116,17,36,42,3,134,429,General,0.67,0.95,Medium,0.46,0,127.9
132,83,15,55,64,0,127,302,General,0.32,0.94,Slow,0.39,0,100.2
1620,98,10,58,76,4,189,289,Premium,0.28,0.22,Medium,0.81,1,202.1
140,7,29,89,56,3,133,19,General,0.71,0.14,Fast,0.11,1,148.8
2055,147,24,30,51,0,487,316,VIP,0.17,0.33,Fast,0.64,0,191.2
4304,83,6,84,90,2,225,387,VIP,0.63,0.78,Fast,0.22,1,254.5
3317,174,12,78,68,3,126,244,VIP,0.72,0.18,Fast,0.48,0,154.1
658,114,2,35,87,2,443,95,VIP,0.4,0.72,Medium,0.85,1,190.9
4727,50,26,77,65,0,400,397,General,0.38,0.83,Fast,0.71,1,227.9
2732,162,9,12,56,4,384,211,General,0.16,0.69,Slow,0.4,1,193.1
530,144,11,38,76,1,392,442,VIP,0.05,0.4,Slow,0.36,1,180.5
1423,173,26,7,72,2,340,22,General,0.15,0.25,Fast,0.21,0,139.8
735,22,27,64,51,1,405,170,Premium,0.15,0.08,Fast,0.72,1,236.3
1138,141,10,57,82,3,451,388,VIP,0.81,0.63,Slow,0.78,0,150.5
3632,18,20,53,90,2,135,410,General,0.08,0.97,Slow,0.5,1,232.4
3114,65,18,7,63,4,397,123,VIP,0.56,0.88,Slow,0.14,0,164.5
3264,30,7,86,78,0,108,141,General,0.63,0.35,Fast,0.89,0,199.4
71,100,10,38,61,0,426,297,General,0.68,0.5,Medium,0.41,1,158.2
1446,181,15,64,96,2,451,263,Premium,0.19,0.07,Fast,0.54,0,215.2
4345,112,19,83,41,2,417,202,General,0.39,0.67,Fast,0.28,0,173.5
2511,76,21,46,65,3,244,204,Premium,0.68,0.06,Fast,0.35,1,180.5
4162,67,12,18,86,4,168,329,General,0.7,0.81,Fast,0.61,0,252.0
3498,177,10,20,78,1,393,449,Premium,0.42,0.64,Fast,0.74,0,203.6
3083,112,5,86,94,1,190,37,VIP,0.36,0.5,Fast,0.63,0,225.0
639,127,18,87,67,4,219,163,VIP,0.01,0.52,Fast,0.76,0,148.1
3623,144,11,78,88,2,337,252,General,0.23,0.72,Medium,0.73,0,210.0
1328,91,17,61,44,0,108,41,General,0.81,0.26,Fast,0.78,1,138.4
1295,11,17,81,76,3,334,272,General,0.82,0.55,Medium,0.66,0,186.7
1995,167,25,85,50,4,413,445,Premium,0.28,0.86,Slow,0.63,0,137.7
364,103,27,35,96,0,119,47,General,0.16,0.98,Fast,0.34,1,144.6
476,46,16,69,96,0,331,362,General,0.41,0.53,Medium,0.14,1,195.5
4624,170,32,23,51,1,322,424,General,0.08,0.55,Slow,0.13,1,155.5
4639,71,2,44,98,1,445,87,General,0.08,0.52,Slow,0.39,0,231.9
4560,164,17,30,74,2,421,227,General,0.39,0.36,Fast,0.62,0,176.9
258,86,31,37,51,1,484,458,Premium,0.17,0.4,Slow,0.65,1,179.7
3003,70,11,86,84,2,122,312,Premium,0.01,0.23,Fast,0.88,0,213.4
791,128,29,29,67,4,178,367,Premium,0.62,0.75,Fast,0.33,0,112.9
167,125,30,57,58,4,384,442,General,0.08,0.61,Fast,0.28,0,131.2
2307,19,15,61,46,4,328,411,Premium,0.11,0.74,Fast,0.21,1,210.7
2424,53,32,23,77,3,224,162,VIP,0.35,0.5,Medium,0.35,1,229.6
1494,188,15,37,54,2,174,406,VIP,0.12,0.81,Fast,0.53,1,144.4
488,101,0,24,81,0,261,410,General,0.62,0.6,Fast,0.74,1,168.6
2197,97,20,5,47,1,244,57,VIP,0.43,0.04,Medium,0.74,0,187.9
1988,32,28,39,44,3,102,300,VIP,0.32,0.03,Medium,0.68,0,223.2
1475,143,0,50,68,0,468,333,General,0.66,0.01,Medium,0.4,1,158.9
213,82,20,25,83,1,456,426,Premium,0.15,0.91,Fast,0.59,1,177.7
3469,121,8,39,40,2,429,11,VIP,0.02,0.7,Slow,0.83,0,181.1
1371,30,6,19,85,2,258,294,General,0.14,0.63,Fast,0.19,1,186.8
3624,6,31,41,70,2,365,430,Premium,0.75,0.09,Fast,0.46,0,220.1
3624,105,17,20,77,2,441,11,VIP,0.06,0.64,Fast,0.47,1,343.1
336,103,13,88,63,4,326,157,Premium,0.17,0.03,Slow,0.53,1,199.3
2847,86,23,83,61,3,334,269,General,0.16,0.95,Slow,0.4,1,153.7
2303,120,2,1,44,0,168,426,Premium,0.5,0.41,Fast,0.34,1,204.5
2769,134,10,81,70,4,263,393,General,0.13,0.88,Fast,0.53,1,183.9
4384,97,0,68,98,3,198,128,Premium,0.11,0.61,Fast,0.63,0,269.7
758,115,5,52,40,4,212,72,Premium,0.13,0.64,Fast,0.83,0,171.1
676,18,30,20,48,3,363,319,VIP,0.68,0.68,Slow,0.52,0,179.2
1044,169,7,48,66,0,390,188,General,0.66,0.38,Medium,0.21,1,150.0
548,112,0,78,92,2,126,310,General,0.18,0.52,Medium,0.44,1,153.8
2512,10,12,65,91,0,377,364,General,0.14,0.52,Medium,0.48,1,255.5
3570,85,25,73,95,1,376,206,General,0.75,0.21,Medium,0.26,1,191.9
3301,172,2,71,94,3,406,61,Premium,0.25,0.24,Medium,0.35,0,202.3
1488,63,18,26,59,1,182,287,Premium,0.74,0.51,Slow,0.88,0,192.7
2841,138,23,56,49,4,271,443,General,0.32,0.96,Fast,0.3,0,171.1
3786,140,26,74,66,2,443,442,Premium,0.46,0.87,Medium,0.83,1,255.9
3853,90,26,81,56,4,480,92,General,0.0,0.67,Fast,0.7,0,252.1
2747,70,3,54,40,3,304,56,VIP,0.01,0.53,Medium,0.34,1,314.8
1843,111,29,57,50,2,238,85,General,0.52,0.46,Medium,0.66,1,138.9
3732,110,21,14,91,0,467,188,VIP,0.49,0.74,Slow,0.14,1,189.6
4300,171,4,2,44,0,257,327,General,0.03,0.22,Slow,0.5,1,164.1
3137,26,15,81,80,2,216,54,VIP,0.44,0.19,Fast,0.67,1,274.9
796,23,20,79,48,4,137,370,Premium,0.72,0.28,Slow,0.74,1,184.7
740,45,12,26,84,4,395,38,VIP,0.46,0.62,Fast,0.77,0,200.6
854,20,5,17,97,1,128,324,General,0.21,0.79,Medium,0.83,1,187.4
1287,182,26,45,47,4,158,17,VIP,0.26,0.37,Fast,0.88,1,148.4
685,44,10,81,95,2,340,228,General,0.12,0.87,Medium,0.8,1,214.1
4383,167,32,89,59,2,326,199,Premium,0.68,0.48,Medium,0.41,0,161.1
3619,171,24,4,50,4,423,47,General,0.72,0.0,Slow,0.83,1,155.9
1683,123,29,56,83,1,231,90,General,0.49,0.34,Fast,0.11,0,112.7
1736,91,17,55,42,1,382,158,General,0.42,0.79,Fast,0.45,0,167.5
4586,173,18,10,84,2,365,305,General,0.83,0.57,Medium,0.66,0,179.4
120,5,25,52,88,4,248,182,General,0.12,0.66,Slow,0.49,0,173.9
3244,166,10,12,70,1,333,281,VIP,0.05,0.71,Slow,0.73,1,232.4
669,137,4,14,64,1,298,173,General,0.24,0.08,Medium,0.71,1,157.5
336,183,15,17,83,2,478,80,VIP,0.36,0.24,Fast,0.25,1,154.6
3389,95,24,24,59,0,262,126,General,0.23,0.52,Fast,0.58,0,162.0
3909,16,9,33,48,1,480,82,Premium,0.15,0.42,Fast,0.54,0,231.4
4077,169,27,1,85,0,217,378,General,0.27,0.6,Medium,0.43,1,163.1
4479,97,24,49,66,3,139,141,General,0.51,0.95,Fast,0.7,0,207.2
1491,176,23,37,66,1,430,423,VIP,0.52,0.74,Medium,0.13,1,117.9
493,147,32,55,61,4,150,41,General,0.52,0.76,Medium,0.35,1,122.1
2684,125,29,80,96,0,372,366,VIP,0.52,0.24,Fast,0.74,0,230.0
1863,135,5,9,65,0,291,104,General,0.15,0.33,Fast,0.13,0,160.1
2605,95,12,37,54,1,189,103,Premium,0.55,0.08,Fast,0.69,1,197.1
1737,69,0,36,41,3,413,271,General,0.13,0.49,Fast,0.61,0,218.8
2531,122,5,75,82,2,127,316,VIP,0.2,0.5,Fast,0.66,1,223.5
4720,59,14,80,58,4,457,306,General,0.47,0.45,Medium,0.49,0,264.8
1092,152,29,81,81,0,165,116,General,0.69,0.51,Slow,0.75,0,155.2
592,175,21,12,93,3,439,270,VIP,0.2,0.92,Fast,0.48,0,126.1
1903,59,21,77,51,1,273,388,General,0.21,0.68,Medium,0.82,1,210.8
1082,62,22,79,96,2,309,152,Premium,0.73,1.0,Medium,0.8,0,170.1
1783,37,20,57,75,4,255,367,General,0.46,0.93,Medium,0.52,0,162.3
3230,147,9,39,58,2,394,310,General,0.47,0.91,Slow,0.88,1,183.8
3892,80,19,18,65,1,131,323,General,0.55,0.92,Medium,0.54,0,152.0
469,141,5,0,77,3,346,66,VIP,0.81,0.26,Medium,0.63,0,126.9
335,154,23,15,94,4,473,207,General,0.02,0.68,Fast,0.85,1,200.9
1807,188,4,22,97,1,452,48,VIP,0.34,0.0,Fast,0.13,1,192.1
4706,74,30,76,85,2,244,40,Premium,0.53,0.15,Slow,0.66,1,306.1
2630,139,0,49,93,1,351,290,Premium,0.38,0.5,Medium,0.76,0,245.4
3690,142,21,23,56,4,348,25,VIP,0.52,0.45,Fast,0.31,0,142.0
4684,57,14,43,92,2,155,164,General,0.39,0.56,Medium,0.3,0,224.0
1571,29,19,81,50,3,325,441,General,0.82,0.4,Fast,0.14,0,143.8
3500,93,5,80,70,3,156,308,General,0.68,0.31,Fast,0.78,0,211.6
653,137,8,46,89,3,176,388,Premium,0.45,0.25,Medium,0.3,1,173.8
3984,158,10,59,60,4,198,241,Premium,0.11,0.47,Medium,0.6,1,252.9
3939,64,26,51,47,1,119,203,VIP,0.35,0.94,Fast,0.43,0,156.7
1242,75,22,12,82,1,249,358,General,0.14,0.63,Fast,0.3,1,182.7
3095,88,26,21,40,2,390,166,General,0.07,0.61,Slow,0.12,0,158.0
3015,30,30,15,61,0,262,390,General,0.78,0.89,Fast,0.69,1,225.7
4279,128,29,5,60,1,355,142,Premium,0.67,0.99,Medium,0.17,0,148.4
3280,85,11,83,67,3,443,400,Premium,0.68,0.14,Fast,0.89,0,263.1
1768,119,25,38,47,3,139,289,Premium,0.06,0.49,Fast,0.56,0,126.6
2150,74,28,70,83,4,412,431,Premium,0.55,0.23,Medium,0.27,1,221.2
2421,147,19,56,53,2,176,120,VIP,0.09,0.41,Slow,0.22,0,153.2
3610,28,32,50,90,1,211,23,General,0.64,0.98,Slow,0.36,0,157.7
2226,64,18,77,92,1,153,363,VIP,0.41,0.02,Slow,0.16,1,169.7
3490,149,31,66,80,2,119,25,General,0.37,0.14,Slow,0.14,0,127.2
2172,27,13,70,72,2,474,395,General,0.79,0.56,Slow,0.18,0,282.4
2968,174,16,6,70,0,274,43,VIP,0.25,0.9,Fast,0.84,0,211.3
1087,54,2,66,97,3,385,109,VIP,0.24,0.25,Medium,0.26,1,243.4
3591,137,3,55,81,4,251,443,General,0.06,0.7,Slow,0.5,0,225.5
1233,174,0,61,92,1,377,19,Premium,0.74,0.56,Medium,0.56,1,145.6
3497,141,22,64,49,3,340,169,VIP,0.77,0.51,Medium,0.43,0,208.8
1824,179,32,28,41,1,464,180,General,0.45,0.45,Fast,0.37,1,116.7
2410,181,12,52,47,2,283,392,General,0.19,0.56,Slow,0.35,1,143.6
2390,58,16,28,48,2,147,106,General,0.77,0.38,Medium,0.13,1,129.4
